,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,month_year,day_year,year_year,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
491,8769.266756,49665,74,5,51,0,2,355.2,1,19,2011,Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer3,Web,Four-Door Car,Large
492,4220.613534,32471,110,0,87,0,1,528.0,1,31,2011,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
493,11537.50507,0,86,12,89,1,2,619.2,1,21,2011,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Two-Door Car,Medsize
494,5887.182043,62773,73,19,57,0,9,104.0,2,14,2011,California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize
495,4700.583771,76694,117,34,23,0,1,561.6,2,18,2011,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Medsize
496,10963.95723,55687,276,33,91,0,1,773.0,2,8,2011,Oregon,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Luxury SUV,Medsize
497,2662.0,0,70,20,81,0,1,504.0,1,30,2011,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small
498,3757.804716,36633,96,20,61,1,1,460.8,1,28,2011,Nevada,No,Extended,Doctor,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize
499,12941.73353,77060,106,23,90,0,2,468.566133,1,24,2011,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
500,3764.465074,92600,94,9,48,0,1,773.0,2,17,2011,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Offer3,Web,Two-Door Car,Small
501,6889.557028,0,66,2,75,0,2,475.2,2,4,2011,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car,Small
502,3623.454198,0,111,6,24,2,1,773.0,1,20,2011,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Medsize
503,7582.113842,64801,64,23,19,0,2,268.471802,2,3,2011,Arizona,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
504,8277.74558,45257,103,33,90,0,4,494.4,2,6,2011,Oregon,No,Premium,College,Employed,F,Suburban,Married,Corporate Auto,Offer3,Call Center,Two-Door Car,Medsize
505,2662.0,26854,66,31,70,0,1,475.2,1,22,2011,California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small
506,8205.387936,85840,102,14,79,2,4,138.722385,2,22,2011,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer2,Agent,SUV,Medsize
507,15433.0,26463,72,28,93,0,2,345.6,1,29,2011,Oregon,No,Basic,Doctor,Medical Leave,F,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize
508,6481.526576,30689,81,23,51,0,5,467.24802,1,13,2011,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize
509,2662.0,29590,66,17,18,0,1,467.503236,2,13,2011,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Small
510,9830.337629,25965,253,15,59,0,1,773.0,2,10,2011,Oregon,No,Premium,College,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Agent,Luxury SUV,Medsize
511,10442.65139,17269,139,3,31,0,5,667.2,1,26,2011,Oregon,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Small
512,15433.0,90330,137,0,86,3,2,192.085299,2,7,2011,Oregon,No,Extended,College,Employed,M,Rural,Single,Corporate Auto,Offer1,Call Center,Sports Car,Medsize
513,8470.036773,0,113,34,5,0,8,619.973889,1,7,2011,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,SUV,Medsize
514,8278.786492,0,110,20,66,0,7,773.0,1,18,2011,California,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
515,4788.932598,0,67,2,49,1,3,321.6,2,22,2011,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize
516,3087.999917,18558,80,17,23,0,1,384.0,1,16,2011,Arizona,No,Extended,Bachelor,Disabled,F,Suburban,Married,Special Auto,Offer1,Agent,Four-Door Car,Medsize
517,4443.736209,46384,113,33,93,0,1,251.774574,1,1,2011,Arizona,No,Premium,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
518,7984.086473,0,72,1,77,0,2,773.0,2,10,2011,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Two-Door Car,Large
519,7180.971028,42303,180,24,66,0,1,773.0,1,9,2011,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Luxury SUV,Medsize
520,15433.0,71731,130,12,50,0,2,599.648466,2,2,2011,California,No,Extended,Bachelor,Employed,F,Urban,Single,Corporate Auto,Offer1,Branch,SUV,Medsize
521,5780.182197,51066,74,23,0,0,8,773.0,2,26,2011,Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize
522,15433.0,0,203,20,66,0,2,773.0,2,1,2011,California,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Luxury Car,Small
523,5337.352409,0,86,19,93,3,5,619.2,2,14,2011,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
524,5050.826183,0,69,16,45,0,6,104.0,2,25,2011,Arizona,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Offer3,Agent,Two-Door Car,Medsize
525,5116.624022,26173,68,2,10,1,9,449.819671,2,17,2011,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
526,7268.736958,24445,63,18,15,0,2,302.4,2,8,2011,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
527,2662.0,72302,66,6,27,0,1,316.8,2,25,2011,Oregon,Yes,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
528,3738.436222,27208,102,10,65,0,1,489.6,2,11,2011,Oregon,No,Basic,High School or Below,Retired,M,Suburban,Single,Personal Auto,Offer1,Web,SUV,Medsize
529,2725.356404,36650,69,2,70,1,1,104.0,1,3,2011,California,Yes,Basic,Master,Employed,F,Rural,Married,Special Auto,Offer2,Web,Four-Door Car,Large
530,5453.861203,30855,68,7,15,0,7,259.060862,1,4,2011,Arizona,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car,Medsize
531,6846.150323,0,95,13,20,0,5,456.0,1,27,2011,Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Large
532,6172.914199,99960,76,19,83,0,4,364.8,1,27,2011,Oregon,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Small
533,10346.32454,0,98,1,15,0,2,470.4,2,13,2011,Arizona,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Large
534,6997.008618,55873,88,30,19,0,6,299.356083,1,8,2011,Nevada,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Small
535,4196.257691,18052,111,5,71,0,1,699.1679,2,26,2011,Arizona,No,Premium,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Offer3,Web,Four-Door Car,Medsize
536,7858.109763,28937,104,28,23,2,6,117.959654,2,1,2011,Oregon,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize
537,6064.343994,0,86,34,80,0,5,545.240341,1,16,2011,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
538,15433.0,0,73,9,94,0,2,350.4,2,28,2011,California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
539,8970.647312,12829,118,33,1,0,9,328.231432,2,6,2011,Oregon,No,Basic,Doctor,Medical Leave,M,Urban,Married,Personal Auto,Offer2,Call Center,SUV,Medsize
540,5923.117229,92163,73,3,79,0,6,104.0,2,2,2011,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer3,Web,Two-Door Car,Medsize
541,15433.0,17588,192,24,92,0,2,773.0,1,6,2011,Oregon,No,Basic,High School or Below,Disabled,M,Suburban,Single,Personal Auto,Offer1,Web,Luxury Car,Medsize
542,4331.460674,82302,106,11,92,0,1,722.178166,2,11,2011,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,SUV,Medsize
543,13309.33517,0,127,19,40,0,2,609.6,1,13,2011,Arizona,No,Extended,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,SUV,Medsize
544,4528.50489,70340,113,5,56,0,1,542.4,2,25,2011,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Special Auto,Offer1,Agent,Four-Door Car,Small
545,2791.906514,0,74,35,59,0,1,532.8,2,6,2011,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small
546,8092.87696,50825,102,3,46,0,3,369.614729,2,5,2011,Washington,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
547,7996.00748,93459,99,9,85,0,5,655.41333,1,19,2011,Arizona,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize
548,5129.738992,86148,65,19,51,2,4,312.0,1,25,2011,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Small
549,5697.175238,27048,72,5,85,0,4,345.6,1,17,2011,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize
550,9217.130629,73259,115,7,31,0,4,673.34265,2,27,2011,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,SUV,Medsize
551,10208.92761,35482,129,21,59,0,3,619.2,2,14,2011,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize
552,4170.687348,29462,107,28,23,1,1,513.6,1,17,2011,Oregon,Yes,Basic,Master,Employed,F,Suburban,Single,Personal Auto,Offer2,Branch,SUV,Large
553,4505.405812,67801,115,12,45,1,1,104.0,2,15,2011,Oregon,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer3,Web,SUV,Medsize
554,3107.568648,0,94,34,59,4,1,451.2,1,19,2011,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize
555,5528.664986,16042,73,33,58,0,9,350.4,2,7,2011,Arizona,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
556,5045.866663,28056,64,32,41,1,8,307.2,1,27,2011,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
557,2962.722482,16495,85,25,75,3,1,408.0,1,9,2011,California,No,Extended,High School or Below,Medical Leave,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize
558,8665.956372,41163,108,11,66,0,3,231.922173,2,8,2011,California,No,Basic,Master,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,SUV,Small
559,11413.44115,0,161,3,71,1,9,772.8,2,6,2011,Arizona,No,Premium,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Sports Car,Small
560,15433.0,33799,109,28,52,3,2,664.980242,1,5,2011,California,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Offer2,Agent,SUV,Small
561,6048.574243,0,61,17,71,3,2,292.8,1,1,2011,Washington,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize
562,5934.741492,87747,147,3,87,1,1,104.0,2,28,2011,Oregon,No,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,SUV,Small
563,3543.232138,35695,90,2,7,0,1,432.0,2,9,2011,Nevada,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Medsize
564,3490.028304,90985,87,33,39,0,1,104.0,1,27,2011,California,No,Extended,Master,Employed,M,Rural,Divorced,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
565,3683.099864,0,101,19,16,0,1,564.466556,1,6,2011,California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Offer4,Call Center,Sports Car,Medsize
566,5989.773931,66839,154,33,24,0,1,739.2,1,19,2011,California,Yes,Premium,College,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Sports Car,Medsize
567,12500.84302,0,165,16,43,0,3,773.0,1,15,2011,California,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Call Center,SUV,Medsize
568,8609.158215,79090,107,2,74,0,3,289.040734,1,14,2011,Oregon,Yes,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer2,Branch,SUV,Medsize
569,2662.0,24825,64,34,44,0,1,155.938593,2,12,2011,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Medsize
570,7019.177186,26806,63,32,19,0,2,302.4,1,23,2011,California,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
571,5387.926265,56835,67,25,16,0,3,326.549425,1,21,2011,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small
572,6165.557517,0,88,12,54,0,6,653.65668,1,24,2011,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Special Auto,Offer3,Web,Two-Door Car,Small
573,2730.20294,46135,69,12,68,0,1,104.0,2,25,2011,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
574,5162.116944,0,73,21,87,0,4,773.0,1,3,2011,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Small
575,7937.064822,22862,67,9,40,0,2,321.6,2,1,2011,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Medsize
576,8608.157233,21450,110,8,80,2,3,528.0,2,4,2011,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Sports Car,Small
577,2662.0,95854,65,16,78,0,1,312.0,1,22,2011,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car,Small
578,7785.004214,44897,99,22,46,1,7,580.72531,2,19,2011,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Web,Four-Door Car,Small
579,8255.76385,54040,103,14,88,0,4,104.0,1,14,2011,Washington,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,SUV,Medsize
580,4980.825042,53265,62,12,27,0,3,238.005074,2,10,2011,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
581,7457.237794,0,198,18,55,1,1,773.0,2,22,2011,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Luxury Car,Small
582,12302.76244,43817,62,25,12,1,2,245.447622,1,5,2011,Washington,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
583,6862.508337,54780,88,22,72,3,5,135.26125,2,27,2011,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large
584,9048.983447,0,119,9,8,0,3,571.2,1,24,2011,Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Web,Sports Car,Medsize
585,5548.031892,67798,69,1,78,0,9,331.2,1,13,2011,California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
586,8312.681598,21442,118,32,84,0,3,566.4,1,3,2011,Oregon,No,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Offer2,Web,SUV,Medsize
587,2662.0,27615,62,19,18,1,1,297.6,2,17,2011,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
588,4458.113369,17622,65,1,36,1,3,312.0,1,2,2011,California,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
589,5295.741716,50200,135,23,98,0,1,637.063458,2,25,2011,Nevada,No,Extended,High School or Below,Employed,M,Urban,Divorced,Personal Auto,Offer1,Agent,Sports Car,Medsize
590,3839.606117,0,112,3,51,2,1,537.6,2,21,2011,Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,SUV,Medsize
591,3731.504584,0,96,31,34,0,1,460.8,2,24,2011,California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large
592,2778.903705,73570,70,0,46,1,1,104.0,2,27,2011,California,No,Basic,Master,Employed,F,Rural,Single,Special Auto,Offer2,Branch,Two-Door Car,Medsize
593,4016.541995,0,111,4,85,0,1,773.0,2,10,2011,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer3,Call Center,SUV,Large
594,8236.917193,0,106,11,15,0,6,603.058114,2,2,2011,Washington,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Special Auto,Offer1,Web,Four-Door Car,Large
595,2662.0,36631,62,30,77,0,1,104.0,1,29,2011,Nevada,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Large
596,2908.875917,35895,73,11,51,0,1,312.921256,1,29,2011,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
597,4282.947971,40864,109,16,70,1,1,166.937747,2,26,2011,Arizona,Yes,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,SUV,Medsize
598,8341.623748,0,118,15,77,0,4,566.4,1,8,2011,Oregon,No,Premium,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
599,5090.781344,93018,63,5,90,0,3,135.382194,2,5,2011,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
600,7366.1883,70014,62,6,4,0,2,104.0,2,13,2011,Oregon,No,Basic,Bachelor,Employed,M,Rural,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Large
601,2662.0,48875,61,20,9,0,1,104.0,2,25,2011,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,Two-Door Car,Small
602,8852.688689,67969,74,11,14,0,2,197.776009,2,5,2011,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize
603,15433.0,0,108,8,55,0,2,612.102262,2,14,2011,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer4,Web,SUV,Medsize
604,5600.496541,68665,69,33,67,0,7,331.2,1,23,2011,Oregon,No,Basic,Doctor,Employed,F,Suburban,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Small
605,4636.54647,26802,66,7,43,1,5,316.8,1,1,2011,California,Yes,Basic,College,Retired,M,Suburban,Married,Corporate Auto,Offer2,Agent,Two-Door Car,Medsize
606,7573.345057,0,110,6,37,0,6,773.0,2,20,2011,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Large
607,14696.63549,45345,125,0,73,0,2,600.0,1,29,2011,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Medsize
608,12298.6863,17101,113,1,88,0,2,542.4,2,20,2011,Washington,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize
609,7724.840065,32051,193,4,40,1,1,773.0,2,7,2011,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize
610,5946.670679,81139,74,22,69,0,3,392.6364,2,22,2011,Oregon,No,Basic,Master,Employed,M,Suburban,Divorced,Special Auto,Offer1,Web,Four-Door Car,Medsize
611,8000.545061,63834,100,23,19,1,3,215.226476,1,2,2011,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer4,Agent,Sports Car,Small
612,6457.560953,37548,81,12,9,0,3,160.598662,1,5,2011,Arizona,No,Extended,Bachelor,Employed,M,Rural,Married,Special Auto,Offer2,Web,Four-Door Car,Medsize
613,7281.44014,0,69,28,28,3,2,371.803029,1,7,2011,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize
614,2662.0,72421,65,8,23,0,1,312.0,1,2,2011,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small
615,4678.423394,83102,116,15,35,0,1,443.670399,1,17,2011,Nevada,No,Premium,Master,Employed,M,Urban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Small
616,13869.92705,28432,118,1,59,0,2,612.300581,1,21,2011,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,SUV,Small
617,8717.777831,83707,108,2,72,0,7,290.391526,2,22,2011,Nevada,No,Premium,Master,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
618,5233.986808,63259,65,25,14,0,7,316.795337,2,4,2011,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
619,4764.189722,0,67,18,73,0,8,405.527937,2,7,2011,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car,Medsize
620,2662.0,63860,62,26,81,0,1,208.598246,1,20,2011,Oregon,Yes,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize
621,5608.316348,67176,72,20,90,0,9,345.6,2,22,2011,Washington,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car,Large
622,5505.057003,86132,68,30,10,0,3,301.437365,1,1,2011,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize
623,2662.0,28519,66,1,56,0,1,456.473115,2,14,2011,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Two-Door Car,Large
624,10481.94383,39102,88,11,98,0,2,152.338562,1,28,2011,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car,Medsize
625,3256.766388,0,89,17,56,0,1,491.755368,1,22,2011,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Small
626,15433.0,97298,128,16,38,0,2,104.0,1,30,2011,California,No,Extended,College,Employed,F,Rural,Single,Personal Auto,Offer4,Web,Sports Car,Medsize
627,6364.902164,41986,84,25,31,2,5,430.375049,1,18,2011,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Small
628,9468.509337,0,88,6,47,0,2,633.6,2,22,2011,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize
629,5631.451866,17291,73,3,25,0,5,350.4,1,3,2011,Oregon,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
630,7780.999262,0,74,0,52,0,2,246.489123,1,10,2011,California,No,Basic,Bachelor,Unemployed,M,Urban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
631,9816.528302,37256,62,15,7,0,2,128.969729,1,28,2011,California,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize
632,7519.133631,96306,95,12,17,1,6,185.355353,2,20,2011,Oregon,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize
633,10179.71704,14290,271,20,40,0,1,773.0,1,5,2011,California,Yes,Premium,Bachelor,Retired,F,Suburban,Married,Personal Auto,Offer1,Agent,Luxury SUV,Medsize
634,2772.839235,37038,71,6,97,1,1,104.0,2,28,2011,California,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Large
635,4037.501846,90760,103,5,7,2,1,133.475315,2,18,2011,Oregon,No,Basic,College,Employed,M,Rural,Married,Special Auto,Offer2,Branch,SUV,Medsize
636,15433.0,20668,188,34,54,3,2,773.0,1,7,2011,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Luxury Car,Large
637,2676.867914,54480,67,19,91,0,1,321.6,2,4,2011,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Small
638,2662.0,16244,68,4,85,0,1,623.223617,2,24,2011,California,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Offer4,Call Center,Two-Door Car,Medsize
639,6988.401604,22436,89,24,21,0,3,427.2,2,26,2011,California,No,Extended,College,Employed,F,Suburban,Married,Special Auto,Offer2,Branch,Four-Door Car,Small
640,2695.963857,25544,68,18,30,0,1,326.4,2,13,2011,Washington,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
641,2673.319593,28728,67,8,10,0,1,321.6,2,13,2011,Arizona,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car,Small
642,12157.32992,57449,103,6,28,0,2,494.4,2,27,2011,Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize
643,2957.764017,83318,73,21,42,0,1,211.336937,2,6,2011,California,No,Basic,Doctor,Employed,F,Urban,Divorced,Personal Auto,Offer3,Web,Two-Door Car,Medsize
644,7433.820995,55561,63,2,79,0,2,227.872071,1,29,2011,Washington,No,Basic,High School or Below,Employed,M,Urban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize
645,3099.538005,0,102,18,32,5,1,773.0,1,19,2011,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,SUV,Medsize
